Web_link-href,Noon SKU,Product_Name,Brand_Name,Buy_Price,Low_Price,Sold_By
https://www.noon.com/uae-en/oriental-night-edp-and-ocean-breeze-edp-gift-set-100ml/N25835817A/p/?o=a9480be12b5a531b,N25835817A,Oriental Night EDP And Ocean Breeze EDP Gift Set 100ml,Niya,AED 39.00 Inclusive of VAT,null,noon Brands
https://www.noon.com/uae-en/prive-maison-sandalwood-edp-men-s-perfume-100ml/N26667254A/p/?o=eca1f290b043b28d,N26667254A,Prive Maison Sandalwood EDP Men's Perfume 100ml,Niya,AED 21.00 Inclusive of VAT,null,noon Brands
https://www.noon.com/uae-en/baby-gentle-wash-for-delicate-skin-with-allantoin-400-ml/N12832180A/p/?o=f1ac024734caf28c,N12832180A,Baby Gentle Wash For Delicate Skin With Allantoin - 400 ml,Sebamed,AED 21.00 Inclusive of VAT,null,noon
https://www.noon.com/uae-en/18-piece-high-quality-stainless-steel-cookware-set-silver/N20689072A/p/?o=aabd2e289d86e5ec,N20689072A,18-Piece High Quality Stainless Steel Cookware Set Silver,noon east,AED 149.00 Inclusive of VAT,null,noon Brands
https://www.noon.com/uae-en/air-fryer-4-liters-no-pre-heat-needed-no-oil-frying-fast-craspy-and-healthy-temperature-control-black-4-l-1500-w-evka-af4001bs-black/N51897745A/p/?o=f876e48ff90c1e6f,N51897745A,Air fryer 4 Liters No Pre-Heat Needed No-Oil Frying Fast craspy and healthy Temperature Control black 4 L 1500 W EVKA-AF4001BS Black,evvoli,AED 179.00 Inclusive of VAT,null,evvoli
https://www.noon.com/uae-en/electric-stainless-steel-kettle-with-power-indicator-light-and-boil-dry-protection-1-5-l-1800-w-kess4008-wh-white/N31981366A/p/?o=fb15c60466482c6c,N31981366A,Electric Stainless Steel Kettle With Power Indicator Light And Boil Dry Protection 1.5 L 1800 W KESS4008_WH White,noon east,AED 25.00 Inclusive of VAT,null,noon Brands
https://www.noon.com/uae-en/iphone-13-128gb-green-5g-with-facetime-international-version/N52943836A/p/?o=e0c39e1770cce89f,N52943836A,iPhone 13 128GB Green 5G With Facetime - International version,Apple,AED 2960.00 Inclusive of VAT,AED 2965.00,Khalid Lemar
https://www.noon.com/uae-en/al-wisam-day-edp-100ml/N12890397A/p/?o=f177209c1464ebfb,N12890397A,Al Wisam Day EDP 100ml,Rasasi,AED 87.00 Inclusive of VAT,AED 105.00,noon
https://www.noon.com/uae-en/healthy-mix-anti-fatigue-foundation-30-ml-53-light-beige/N11114331A/p/?o=a0e7c7a8794b977e,N11114331A,Healthy Mix Anti-Fatigue Foundation 30 ml 53 Light Beige,BOURJOIS PARIS,AED 26.25 Inclusive of VAT,null,Coty Official Store
https://www.noon.com/uae-en/club-de-nuit-intense-edt-105ml/N14042729A/p/?o=cfd09029b5acfb6d,N14042729A,Club De Nuit Intense EDT 105ml,ARMAF SERIES,AED 94.00 Inclusive of VAT,AED 94.00,noon
https://www.noon.com/uae-en/electric-dancing-plant-cactus-plush-stuffed-toy-green-brown-with-music-for-kids-32-x-27-x-11-5cm/N47729493A/p/?o=a61ec055b277350a,N47729493A,Electric Dancing Plant Cactus Plush Stuffed Toy -Green/Brown With Music For Kids ‎32 x 27 x 11.5cm,XiuWoo,AED 28.00 Inclusive of VAT,AED 23.00,BIG WORLD
https://www.noon.com/uae-en/galaxy-m52-dual-sim-black-8gb-ram-128gb-5g-middle-east-version/N51315010A/p/?o=f42132f6447d3bab,N51315010A,Galaxy M52 Dual SIM Black 8GB RAM 128GB 5G - Middle East Version,Samsung,AED 939.00 Inclusive of VAT,AED 959.00,noon
https://www.noon.com/uae-en/miracle-starter-kit-toner-serum-soap-cream-50g-clear-40ml/N30204449A/p/?o=b587cff3cc8987ae,N30204449A,Miracle Starter Kit (Toner+Serum+Soap+Cream) 50g + Clear 40ml,Some by Mi,AED 55.85 Inclusive of VAT,AED 52.00,StartUP
https://www.noon.com/uae-en/galaxy-m12-dual-sim-light-blue-4gb-ram-64gb-4g-lte-middle-east-version/N44652296A/p/?o=a629f5f6a0f5a91b,N44652296A,Galaxy M12 Dual SIM Light Blue 4GB RAM 64GB 4G LTE - Middle East Version,Samsung,AED 479.00 Inclusive of VAT,AED 489.00,noon
https://www.noon.com/uae-en/iphone-13-pro-max-128gb-alpine-green-5g-with-facetime-international-version/N52929050A/p/?o=bee1deb3bca17aee,N52929050A,iPhone 13 Pro max 128GB Alpine Green 5G With Facetime - International version,Apple,AED 4239.00 Inclusive of VAT,AED 4225.00,MANGO PHONES
https://www.noon.com/uae-en/iphone-12-with-facetime-64gb-black-5g-international-specs/N41247589A/p/?o=de8dd69b3e0bd23d,N41247589A,iPhone 12 With Facetime 64GB Black 5G - International Specs,Apple,AED 2238.00 Inclusive of VAT,AED 2242.00,Khalid Lemar
https://www.noon.com/uae-en/pack-of-10-facial-sheet-masks-for-the-skin-multi-flavour-0-87ounce/N47694457A/p/?o=cc93a4f1b7a6f66f,N47694457A,Pack Of 10 Facial Sheet Masks For The Skin Multi Flavour 0.87ounce,Niya,AED 15.00 Inclusive of VAT,null,noon Brands
https://www.noon.com/uae-en/iphone-13-128gb-blue-5g-with-facetime-international-specs/N50838836A/p/?o=afb22585c10fc20d,N50838836A,iPhone 13 128GB Blue 5G With Facetime - International Specs,Apple,AED 2968.00 Inclusive of VAT,AED 2972.00,Khalid Lemar
https://www.noon.com/uae-en/24-piece-stainless-steel-cutlery-set-golden/N38900263A/p/?o=c0cdfa29214f557f,N38900263A,24-Piece Stainless Steel Cutlery Set Golden,Sunhome,AED 56.00 Inclusive of VAT,AED 49.00,TIK TIK
https://www.noon.com/uae-en/mi-android-tv-stick-with-built-in-chromecast-black/N39265265A/p/?o=f8fe138e4eb7892c,N39265265A,Mi Android TV Stick with Built in Chromecast Black,Xiaomi,AED 137.00 Inclusive of VAT,AED 135.00,Top Seller
https://www.noon.com/uae-en/freestanding-garment-steamer-1-3-l-with-quick-heating-fabric-modes-and-height-adjustable-1950-w-black-white/N28431698A/p/?o=ec1507fa68da196c,N28431698A,"Freestanding Garment Steamer 1.3 L with Quick Heating, Fabric Modes and Height Adjustable 1950 W Black/White",noon east,AED 109.00 Inclusive of VAT,null,noon Brands
https://www.noon.com/uae-en/men-s-digital-watch-1257-50-mm-black/N30544719A/p/?o=c3a34aa14563be8f,N30544719A,Men's Digital Watch 1257 - 50 mm - Black,SKMEI,AED 29.00 Inclusive of VAT,AED 35.00,noon
https://www.noon.com/uae-en/solid-multi-purpose-bean-bag-with-polystyrene-filling-black-80x80x50cm/N12741301A/p/?o=d148ded41df7f63b,N12741301A,Solid Multi-Purpose Bean Bag With Polystyrene Filling Black 80x80x50cm,Comfy,AED 99.00 Inclusive of VAT,AED 65.00,CORPORATE COTTON
https://www.noon.com/uae-en/galaxy-buds-pro-phantom-black/N43682715A/p/?o=d0ae2a824fba49dd,N43682715A,Galaxy Buds Pro Phantom Black,Samsung,AED 339.00 Inclusive of VAT,AED 337.95,Deals Central
https://www.noon.com/uae-en/antiseptic-healing-cream-to-protect-nappy-rash-and-surface-wound-250g/N24242585A/p/?o=f02b4182ea8f5e5f,N24242585A,Antiseptic Healing Cream To Protect Nappy Rash And Surface Wound - 250g,Sudocrem,AED 27.95 Inclusive of VAT,AED 18.00,Deal Store
https://www.noon.com/uae-en/4-piece-handheld-floor-cleaning-spray-mop-with-towels-set-multicolour-110centimeter/N38089858A/p/?o=c7602c64908f530c,N38089858A,4 Piece Handheld Floor Cleaning Spray Mop With Towels Set Multicolour 110centimeter,A&H,AED 38.00 Inclusive of VAT,AED 31.00,mart
https://www.noon.com/uae-en/3-piece-bath-and-body-care-set-aqua-musk-200ml/N29099391A/p/?o=ec8bdfc89493eb7f,N29099391A,3-Piece Bath And Body Care Set Aqua Musk 200ml,QUWA,AED 11.00 Inclusive of VAT,null,noon Brands
https://www.noon.com/uae-en/portable-handheld-vacuum-cleaner-1-2-l-400-w-dx115c-black-silver/N25281642A/p/?o=e2185f2a0dc4df9a,N25281642A,Portable Handheld Vacuum Cleaner 1.2 L 400 W DX115C Black/Silver,Deerma,AED 99.00 Inclusive of VAT,null,SKY TOUCH
https://www.noon.com/uae-en/niacinamide-10-and-zinc-1-clear-30ml/N23772548A/p/?o=b3c57b2a02fdc23c,N23772548A,Niacinamide 10% And Zinc 1% Clear 30ml,The Ordinary,AED 48.00 Inclusive of VAT,AED 48.00,HairSkinCare
https://www.noon.com/uae-en/32-inch-hd-edgeless-smart-tv-with-dolby-audio-lt-32n3105-black/N53228614A/p/?o=dc2c2f3c59ab018a,N53228614A,"32"" inch HD Edgeless Smart TV with Dolby Audio LT-32N3105 BLACK",JVC,AED 435.00 Inclusive of VAT,AED 515.00,Videocon - Middle East
https://www.noon.com/uae-en/switch-oled-2021-model-neon-blue-red-joy-con-intl-version/N51213202A/p/?o=ef3f2910599595ef,N51213202A,Switch OLED (2021) Model - Neon Blue & Red Joy Con (Intl Version),Nintendo,AED 1235.00 Inclusive of VAT,AED 1236.00,HalaGadget
https://www.noon.com/uae-en/mocha-mahogany-edp-and-oud-aura-edp-gift-set-men-s-perfume-100ml/N25835819A/p/?o=a09c2d4bc37dcd6b,N25835819A,Mocha Mahogany EDP And Oud Aura EDP Gift Set Men's Perfume 100ml,Niya,AED 39.00 Inclusive of VAT,null,noon Brands
https://www.noon.com/uae-en/om-5-athens-grey/N50626103A/p/?o=a7d5ad3fec81eaff,N50626103A,OM 5 Athens Grey,dji,AED 439.00 Inclusive of VAT,AED 439.00,noon
https://www.noon.com/uae-en/65-inch-4k-uhd-hdr-smart-tv-vidaa-os-65a6ge-black/N46959531A/p/?o=e95a95b101212c3b,N46959531A,65-Inch 4K UHD HDR Smart TV (Vidaa OS) 65A6GE Black,Hisense,AED 1899.00 Inclusive of VAT,AED 1949.00,noon
https://www.noon.com/uae-en/skinactive-micellar-cleansing-water-for-sensitive-skin-400ml-clear/N11294362A/p/?o=cfa844c1e51c2f4a,N11294362A,SkinActive Micellar Cleansing Water  for Sensitive Skin 400ml Clear,GARNIER,AED 30.75 Inclusive of VAT,null,L’OREAL PARIS : The Official Store
https://www.noon.com/uae-en/36v-electric-drifting-scooter-with-helmet-knee-and-elbow-protector-94x60x64cm/N32502747A/p/?o=ffbb59279ccdde5a,N32502747A,"36V Electric Drifting Scooter With Helmet, Knee And Elbow protector 94x60x64cm",Rockbaby,AED 299.00 Inclusive of VAT,null,noon
https://www.noon.com/uae-en/premium-care-baby-diapers-size-6-13-kg-60-count-mega-box-helps-prevent-rashes/N20940459A/p/?o=b1c1c4c66a7c0c8c,N20940459A,"Premium Care Baby Diapers, Size 6, 13+ Kg, 60 Count - Mega Box, Helps Prevent Rashes",Pampers,AED 123.65 Inclusive of VAT,null,noon
https://www.noon.com/uae-en/colossal-kajal-argan-oil-khol-eyeliner-long-lasting-up-to-12h-black/N20426193A/p/?o=c8c536c88e3c51cd,N20426193A,"Colossal Kajal Argan Oil Khol Eyeliner, Long Lasting Up to 12H Black",MAYBELLINE NEW YORK,AED 9.90 Inclusive of VAT,null,L’OREAL PARIS : The Official Store
https://www.noon.com/uae-en/android-tv-box-11-1-1gb-8gb-64-bit-4-core-cpu-black/N11797081A/p/?o=cac2d8de3875875a,N11797081A,Android TV Box 11.1 (1GB+8GB) 64 Bit 4-Core CPU black,MXQ Pro,AED 79.00 Inclusive of VAT,AED 81.00,E-trends
https://www.noon.com/uae-en/mi-4s-65-inch-uhd-smart-tv-4s-65-l-65m5-5sin-l65m5-5asp-grey/N38839537A/p/?o=dcd63945e2c34bef,N38839537A,Mi 4S 65 Inch UHD Smart TV 4S-65/ L-65M5-5SIN/ L65M5-5ASP Grey,Xiaomi,AED 1909.00 Inclusive of VAT,null,noon
https://www.noon.com/uae-en/facial-tissue-5-boxes-x-150-sheets-x-2-ply/N48940340A/p/?o=d00d64eca68fa3ee,N48940340A,Facial Tissue 5 Boxes X 150 Sheets X 2 Ply,Viva,AED 8.95 Inclusive of VAT,null,VIVA
https://www.noon.com/uae-en/paradiso-edp-75ml/N11202242A/p/?o=f72d0037f5142eda,N11202242A,Paradiso EDP 75ml,roberto cavalli,AED 109.00 Inclusive of VAT,AED 116.70,noon
https://www.noon.com/uae-en/digital-air-fryer-3-5-l-1500-w-gaf37512-black/N31867146A/p/?o=f13bccaa7f4fd09f,N31867146A,Digital Air Fryer 3.5 L 1500 W GAF37512 Black,GEEPAS,AED 169.00 Inclusive of VAT,AED 279.00,Western International (L.L.C.)
https://www.noon.com/uae-en/poco-m4-pro-4g-dual-sim-power-black-6gb-ram-128gb-global-version/N52777983A/p/?o=db0c5a0987a0538e,N52777983A,Poco M4 Pro 4G Dual SIM Power Black 6GB RAM 128GB - Global Version,Xiaomi,AED 689.00 Inclusive of VAT,AED 749.00,noon
https://www.noon.com/uae-en/automatic-original-scented-detergent-powder-9kg/N11376541A/p/?o=d44f9c3fd0d7e2fe,N11376541A,Automatic Original Scented Detergent Powder 9kg,ARIEL,AED 78.40 Inclusive of VAT,AED 114.50,Noon Grocery
https://www.noon.com/uae-en/unisex-mi-1s-electric-scooter-108x114x43cm/N39770139A/p/?o=f689939bbdf2b58e,N39770139A,Unisex Mi 1S Electric Scooter 108x114x43cm,Xiaomi,AED 959.00 Inclusive of VAT,null,noon
https://www.noon.com/uae-en/everyday-essentials-multi-use-brush-set-multicolour/N31489433A/p/?o=a0b47dcecf2c9cec,N31489433A,Everyday Essentials Multi Use Brush Set Multicolour,REAL TECHNIQUES,AED 54.00 Inclusive of VAT,AED 54.00,Beauty Home
https://www.noon.com/uae-en/stand-fan-with-remote-control-6-kg-75-w-knf6159-black/N47241512A/p/?o=d72364e48fa3df2e,N47241512A,Stand Fan With Remote Control 6 kg 75 W KNF6159 Black,KRYPTON,AED 120.00 Inclusive of VAT,AED 149.50,EPSILON WORLD GENERAL TRADING LLC
https://www.noon.com/uae-en/medicated-quilted-folding-mattress-white-single/N14341254A/p/?o=f9c238733ce123af,N14341254A,Medicated Quilted Folding Mattress White Single,Comfy,AED 87.00 Inclusive of VAT,AED 76.00,Comfy BeanBags
https://www.noon.com/uae-en/cool-water-edt-200ml/N19151439A/p/?o=ef9dd8c6135ba6aa,N19151439A,Cool Water EDT 200ml,DAVIDOFF,AED 95.00 Inclusive of VAT,AED 105.00,noon
